province,year,clean_ratio,green_rate,emission_per_gdp,Δenergy,Δgreen,Δemission
浙江,2010,0.753424364421142,0.3829999999999999,0.014128922672597567,0.030597188611403037,0.0009999999999998899,-0.0017691110451400482
浙江,2011,0.765420322815016,0.384,0.013734662113918135,0.011995958393874018,0.001000000000000112,-0.0003942605586794313
浙江,2012,0.774355518502739,0.3989999999999999,0.012636813505496997,0.008935195687722941,0.014999999999999902,-0.0010978486084211383
浙江,2013,0.778142620062837,0.4029999999999999,0.011382185420652365,0.003787101560097983,0.0040000000000000036,-0.001254628084844632
浙江,2014,0.776741462752554,0.408,0.01060295731582343,-0.0014011573102830077,0.00500000000000006,-0.0007792281048289353
浙江,2015,0.784294252729361,0.406,0.009840452443342116,0.007552789976807084,-0.0019999999999999463,-0.0007625048724813135
浙江,2016,0.8146106642015449,0.41,0.009019991269169912,0.03031641147218389,0.003999999999999948,-0.0008204611741722042
浙江,2017,0.851890223402323,0.4039999999999999,0.008477875891558916,0.03727955920077808,-0.006000000000000061,-0.0005421153776109956
浙江,2018,0.872592702108616,0.412,0.007248964464204393,0.020702478706292937,0.008000000000000063,-0.0012289114273545234
浙江,2019,0.8737277842686411,0.415,0.0064718776656446575,0.0011350821600251138,0.0030000000000000027,-0.0007770867985597354
浙江,2020,0.886468773321979,0.422,0.005379286886399538,0.012740989053337981,0.007000000000000006,-0.0010925907792451199
浙江,2021,0.884606920521214,0.415,0.004748970109285303,-0.001861852800765007,-0.007000000000000006,-0.0006303167771142346
浙江,2022,0.9519547466230154,0.421,0.004444297694684837,0.06734782610180134,0.006000000000000005,-0.0003046724146004657
海南,2005,0.726911810276629,,0.0025952600273112915,,,
海南,2006,0.9015825366786328,0.389,0.002711129480424242,0.17467072640200376,,0.00011586945311295059
海南,2007,0.9079697694322926,0.405,0.0023009791021935113,0.006387232753659822,0.016000000000000014,-0.0004101503782307308
海南,2008,0.9042060999621442,0.421,0.0025155166218569316,-0.0037636694701483897,0.01599999999999996,0.00021453751966342026
海南,2009,0.871233276955473,0.419,0.0026279437326474143,-0.03297282300667115,-0.0020000000000000018,0.0001124271107904827
海南,2010,0.891300750046415,0.426,0.0023432309698298045,0.020067473090941923,0.007000000000000006,-0.00028471276281760976
